Number;Nama Media;Jenis Media;Penanggung Jawab;Pemimpin Redaksi;Badan Hukum;Provinsi;Alamat;Telp;Email;Website;Status;Tgl Approve
88;Praja Pos;Cetak;Qadar Maufirah;Qadar Maufirah;Gading Melati Pers;Jawa Timur;Jl. Ahmad Yasir Blok A-18, Perum Griya Mas, Ds. Purworejo Kec. Sanankulon Kab. Blitar;081334681651;prajapos@gmail.com;prajapos.com;Terverifikasi Administratif;2021-05-01
89;emitennews.com;Siber;Bekti Nugroho;Bekti Nugroho;Media Bisnis Komunikasi;DKI Jakarta;Jalan Saidi IV No,51B, RT03/RW02 Cipete Selatan Jakarta Selatan 12410;021-27824892;redaksi@emitennews.com;www.emitennews.com;Terverifikasi Administratif dan Faktual;2021-04-30
90;Medium;Cetak;Fahlepi Senopati;Fahlepi Senopati;Aufa Media Dzakira;Sumatera Selatan;Jl. Kelapa Gading Blok Lantana 22 Perumnas Talang Kelapa Kec.. Alang-alang Lebar Palembang;081273180025;medium1717@gmail.com;https://www.jitoe.com;Terverifikasi Administratif;2021-04-30
91;SatukanIndonesia.com;Siber;Wilson B. Lumi;Wilson B. Lumi;Satukan Indonesia Media;DKI Jakarta;Jl. Menteng Niaga, Ruko Metland Menteng Blok J7 no. 19, Kelurahan Ujung Menteng, Kecamatan Cakung;021-4610425;satukanindonesia.com@gmail.com;www.satukanindonesia.com;Terverifikasi Administratif dan Faktual;2021-04-30
92;regamedianews.com;Siber;Mohammad Fauzan;Abd Razak;Rega Media Universal;Jawa Timur;Perumahan Barisan Indah Blok A No.16 Sampang Madura Jawa Timur;+62 323 3281030-082116967776;regamedianews@yahoo.com;www.regamedianews.com;Terverifikasi Administratif;2021-04-30
93;batam.tribunnews.com;Siber;Harismanto;Nur Thamsil Thahir;Tribun Media Grafika;Kepulauan Riau;Kantor Tribun Batam , Jalan Kerapu, Komplek MCP Industrial, Tanjung Sengkuang , Batu Ampar , Batam Kepri;0778 414326;akira.tribun@gmail.com;www.batam.tribunnews.com;Terverifikasi Administratif dan Faktual;2021-04-30
94;hmstimes.com;Siber;H. Achmad Ristanto;H. Achmad Ristanto;Hms Times Com;Kepulauan Riau;Tembesi Point Blok B No. 2 Batu Aji, Batam, Kepulauan Riau;0778 - 385 0667;hmstimes2020@gmail.com;www.hmstimes.com;Terverifikasi Administratif dan Faktual;2021-04-30
95;Intipnews.com;Siber;Darma Lubis;Darma Lubis;Intipnews Berkah jaya;Sumatera Utara;Jalan Suprapto/Teratai No.1 A Medan;085373767785;asatmadi@gmail.com;Intipnews.com;Terverifikasi Administratif dan Faktual;2021-04-30
96;aktual.com;Siber;Wisnu Yusep;Wisnu Yusep;Caprof Media Negeri;DKI Jakarta;Jl. Prof DR Soepomo No 73B Menteng Dalam Tebet Jakarta Selatan;Tlp. (021)83705900 WA. 6282334712788;redaksi@aktual.com;www.aktual.com;Terverifikasi Administratif;2021-04-30
97;infobanknews.com;Siber;Eko B. Supriyanto;Eko B. Supriyanto;Infobank Digital Inisiatif Asia;DKI Jakarta;Jalan Sultan Iskandar Muda No.123 Kebayoran Lama Utara;0217253127;idia@infobank.co.id;infobanknews.com;Terverifikasi Administratif;2021-04-30
98;Suara Cirebon;Cetak;Agus Arifin;Agus Arifin;Suara Cirebon Inti Media;Jawa Barat;Jalan Phyruz I Nomor 4, Perum Taman Kemantren, Kelurahan Kemantren, Kecamatan Sumber;(0231) 8824397 - 085223944430 (WA);suaracirebon01@gmail.com;suaracirebon.com;Terverifikasi Administratif;2021-04-16
99;siberzone.id;Siber;Yasrizal;Yasrizal;Siber Zone Indonesia Online;Bengkulu;Jalan Kalimas I No. 22 RT. 09 RW. 03 Kelurahan Padang Harapan, Kecamatan Gading Cempaka;0811730017;siberzoneid@gmail.com;www.siberzone.id;Terverifikasi Administratif;2021-04-16
100;radarbanyuwangi.jawapos.com;Siber;Syaifuddin Mahmud;Syaifuddin Mahmud;Banyuwangi Intermedia Pers;Jawa Timur;Jalan Brawijaya Nomor 77 Banyuwangi;0333412224;aif.raba14@gmail.com;https://radarbanyuwangi.jawapos.com atau radarbanyuwangi.id;Terverifikasi Administratif;2021-04-16
101;lensakalteng.com;Siber;Muhamad Zainal;Muhamad Zainal;Aska Bulan Sari Telaga;Kalimantan Tengah;Gedung Business Center Batang Garing Jl. D.I. Panjaitan No.01, Lt. 1, Kav. 102;0852-4755-6336;lensakalteng2013@gmail.com;lensakalteng.com;Terverifikasi Administratif dan Faktual;2021-04-06
102;KPFM Palangka Raya;Radio;Heronika Rahan;Heronika Rahan;Duta Suara Kalteng;Kalimantan Tengah;Jl. Tjilik Riwut KM 2,5;0536-3229256;radio.kpfm@gmail.com;www.kpfmpalangkaraya.com;Terverifikasi Administratif dan Faktual;2021-04-06
103;kaltengtoday.com;Siber;Sigit Permana;Sigit Permana;Media Perjuangan Abadi;Kalimantan Tengah;Jl. Aries V nomor 06;081253568886;redaksi@kaltengtoday.com;https://kaltengtoday.com/;Terverifikasi Administratif dan Faktual;2021-04-06
104;gerakkalteng.com;Siber;Vinsensius;Vinsensius;Aska Bulan Sari Telaga;Kalimantan Tengah;Jl.DI Panjaitan No.1 Lantai 1 Gedung Batang Garing, Palangka Raya;0813-5014-6777;newsgerakkalteng@yahoo.co.id;gerakkalteng.com;Terverifikasi Administratif dan Faktual;2021-04-06
105;Bali Tribune;Cetak;Izarman;Djoko Purnomo;Media Nusantara Gemilang;Bali;Jl., Tukad Badung 234A, Renon, Denpasar;0361 4722457;balitribune1@gmail.com;www.balitribune.co.id;Terverifikasi Administratif dan Faktual;2021-04-06
106;Sultrademo.co;Siber;Andi Hatta;Andi Hatta;Sultrademo Media Online;Sulawesi Tenggara;Menara Kadin Sultra Lantai II, Jl La Ode Hadi Bypas, Kompleks Mandala Square, Blok B, No. 07-08;+6281320995505;sultrademo.co@gmail.com;https://sultrademo.co;Terverifikasi Administratif dan Faktual;2021-04-06
107;Medanmerdeka.com;Siber;Choking Susilo Sakeh;Choking Susilo Sakeh;Media Medan Merdeka;Sumatera Utara;Jalan Kenari No.12, Kelurahan Sekip, Kec. Medan Petisah, Medan. Kode Pos 20113;061-42001997;medanmerdekadotcom@gmail.com;medanmerdeka.com;Terverifikasi Administratif dan Faktual;2021-04-06
108;Suaraindo.id;Siber;Kundori;Kundori;Suara Media Online;Kalimantan Barat;Jalan Merdeka Timur KM 3 Penanjung Desa Mungguk Rt.013/Rw.003 Kec. Sekadau Hilir;082252322323;redaksisuaraindo2020@gmail.com;www.suaraindo.id;Terverifikasi Administratif dan Faktual;2021-04-06
109;mbsnews.id;Siber;Amin Suciady;Amin Suciady;Digital Media Arderil;DKI Jakarta;Menara MTH Lt.15 Suite 1508 Jl. M.T Haryono Kav. 23 Jakarta Selatan 12820;0215636243;redaksi@mbsnews.id;mbsnews.id;Terverifikasi Administratif dan Faktual;2021-04-06
110;beritakalteng.com;Siber;Pahit Sediarsi Narottama;Pahit Sediarsi Narottama;Media Kalimantan Membangun;Kalimantan Tengah;Jl. Mayjen D.I Panjaitan Gedung Pusat Bisnis Batang Garing Lantai 3 Kav. 1 No. 301 Kota Palangka Raya;081350146777;redberkalteng20@gmail.com;www.beritakalteng.com;Terverifikasi Administratif dan Faktual;2021-04-06
111;pusaranmedia.com;Siber;Supiansyah;Supiansyah;Lintas Bangun Media;Kalimantan Timur;Jl. Jelawat Rt 18 Kelurahan Timbau;081350075720;pusaranmedia14@gmail.com;www.pusaranmedia14@gmail.com;Terverifikasi Administratif dan Faktual;2021-04-06
112;tangsel pos;Cetak;Khomsurrijal Wahibudiyak;Khomsurrijal Wahibudiyak;Serpong Media Utama;Banten;Griya Pena Ruko Golden Road Blok C32/12;021 53150542;tangselpos@gmail.com;tangselpos.co.id;Terverifikasi Administratif dan Faktual;2021-04-06
113;niaga.asia;Siber;Rachmat Rolau;Rachmat Rolau;Kaltim Prima Multi Media;Kalimantan Timur;Jl Siradj Salman Ruko Grand Mahakam Blok B-02 Samarinda;0541-2082956;niagaredaksi@gmail.com;https://www.niaga.asia/;Terverifikasi Administratif dan Faktual;2021-04-06
114;Balinetizen.com;Siber;I Gusti Alit Purnata;I Gusti Alit Purnata;Media Bali Netizen;Bali;JALAN GUNUNG SARI V/100X, TEGAL HARUM;(0361) 482852;redaksibalinetizen@gmail.com;www.balinetizen.com;Terverifikasi Administratif dan Faktual;2021-04-06
115;Investor Daily;Cetak;Primus Dorimulu;Primus Dorimulu;Koran Media Investor Indonesia;DKI Jakarta;Berita Satu Plaza, Jl Jend Gatot Subroto Kav 35-36;021-2995-7500;koraninvestor@investor.co.id;;Terverifikasi Administratif dan Faktual;2021-04-06
116;korankaltim.com;Siber;Supiansyah;Supiansyah;Media Bangun Bersama;Kalimantan Timur;Jl. Jelawat RT 18 Kelurahan Timbau, Kecamatan Tenggarong;0541 661811;korankaltim.com@gmail.com;www.korankaltim.com;Terverifikasi Administratif dan Faktual;2021-04-06
117;mediaindonesia.com;Siber;Gaudensius Suhardi;Gaudensius Suhardi;Citra Medianusa Purnama;DKI Jakarta;Jl. Pilar Mas Raya Kav A-D Kedoya Selatan, Kebon Jeruk Jakarta Barat, DKI Jakarta 11520, Indonesia;021-5821303;redaksi.micom@mediaindonesia.com;www.mediaindonesia.com;Terverifikasi Administratif dan Faktual;2021-04-06
118;Sidakpost.id;Siber;Zakaria;Zakaria;Kiki Media Pratama;Jambi;Jalan umar achmad Rt 21 Rw 07, Kel. Pasir Putih, Kec. Rimbo Tengah;085382080456;redaksi.sidakpost@gmail.com;sidakpost.id;Terverifikasi Administratif;2021-03-27
119;jelajahnews.id;Siber;Ahmad Rizal;Ahmad Rizal;Jelajah Digital Informasi;Sumatera Utara;Jalan Ngumban Surbakti No. 62 Ringroad Medan-Sumut;(061)8224119;jelajahnewsid@gmail.com;www.jelajahnews.id;Terverifikasi Administratif;2021-03-27
120;Katasatu.co.id;Siber;Arisal;Arisal;Kata Satu Intermedia;Sulawesi Selatan;Jl. Samiun No 4 Kel. Ammasangan, Kec. Wara Kota Palopo;082393041343 / 085 374 525 848;katasatu2017@gmail.com;https://katasatu.co.id/;Terverifikasi Administratif;2021-03-27
121;radarbanyumas.co.id;Siber;Yudhis Fajar Kurniawan;Yudhis Fajar Kurniawan;Wahana Semesta Banyumas;Jawa Tengah;Jl. Soepardjo Rustam No 88 Sokaraja - Banyumas;(0281) 6441267;radarbanyumasnetwork@gmail.com;radarbanyumas.co.id;Terverifikasi Administratif;2021-03-27
122;tobapos.co;Siber;Redihman Manik;Redihman Manik;Centra Media Utama;Sumatera Utara;Jalan Geperta Ujung Gang Martebe No. 12, Kelurahan Tanjung Gusta Kecamatan Medan Helvetia;081375138085;tobapos37@gmail.com;tobapos.co;Terverifikasi Administratif;2021-03-27
123;Jejak News;Cetak;Ismail Novendra;Ismail Novendra;Jejak Media Group;Sumatera Barat;Jln. Bengkuang No.16, Kel. Ujung Gurun, Kec. Padang Barat;082385339876;jejakmediagroup@gmail.com;Jejak77.com;Terverifikasi Administratif;2021-03-27
124;pakuanraya.com;Siber;David Rizar Nugroho;David Rizar Nugroho;Pakar Inti Corpora;Jawa Barat;Jl,Raya Pajajaran Ruko Warung Jambu No.1 B RT 001 RW.006 Kel .Bantarjati, Kec. Bogor Utara;0251-8394424;harianpakaronlne@gmail.com;www.pakuanraya.com;Terverifikasi Administratif;2021-03-27
125;PancarPOS.com;Siber;Ida Bagus Alit Sumertha;Ida Bagus Alit Sumertha;Mulya Adita Pancarpos;Bali;Jl. Patih Nambi, Griya Nambi Permai Blok III No.9, Desa Ubung Kaja, Denpasar Utara;08895412545;redaksipancarpos@gmail.com;www.pancarpos.com;Terverifikasi Administratif;2021-03-17
126;Bintangpost.com;Siber;Triadi Pramono;Triadi Pramono;Bintang Lampung Persada;Lampung;Jl. Suhada Bagelen Kecamatan Gedongtataan Kabupaten Pesawaran;08127947646;triadipramono61@gmail.com;Bintangpost.com;Terverifikasi Administratif;2021-03-15
127;semartara.news;Siber;Jaya Kurnia;Jaya Kurnia;Semar Tara Media;Banten;Padepokan Kebangsaan Karang Tumaritis KP. Babakan RT. 01 RW.06 Kel. Bojong Nangka;082199795019;semartara.news@gmail.com;semartara.news;Terverifikasi Administratif;2021-03-15
128;metrorakyat.com;Siber;Jenda Ingetan Bangun;Jenda Ingetan Bangun;Metro Rakyat Kreasi;Sumatera Utara;Jalan Sei Besitang No. 56 Kel. Sei Sikambing D, Kec Medan Petisah.;0853 6093 6054;redaksi.metrorakyat@gmail.com;https://metrorakyat.com/;Terverifikasi Administratif dan Faktual;2021-03-12
129;Haluan Lampung;Cetak;Hengki Ahmat Jazuli;Juanda Hipni;Lampung Jaya Mandiri;Lampung;Jalan Hos Cokroaminoto, Nomor 47, Enggal, Bandar Lampung, Lampung;082178760315;redaksi.haluanlampung@gmail.com;www.haluanlampung.com;Terverifikasi Administratif dan Faktual;2021-03-12
130;Global FM Lombok;Radio;H. AGUS TALINO;H. AGUS TALINO;RADIO SWARA LOMBOK;Nusa Tenggara Barat;JL. BANGAU NO. 15 CAKRANEGARA, MATARAM NTB;(0370) 641586;bliputumuliarta@yahoo.com;www.globalfmlombok.com;Terverifikasi Administratif dan Faktual;2021-03-12
131;Suara NTB;Cetak;H. AGUS TALINO;H. AGUS TALINO;SUARA NTB PERS;Nusa Tenggara Barat;Jl. Bangau No. 15 Cakranegara, Mataram Lombok - NTB;(0370) 639543;adm.sntb@gmail.com;www.suarantb.com;Terverifikasi Administratif dan Faktual;2021-03-12
132;GrafikaNews.com;Siber;Ahmad Ikliludin;Ahmad Ikliludin;Alif Media Nusantara;Nusa Tenggara Barat;Jl. Gajahmada, Ruko Asia Asri Regency, No.2, Jempong Baru, Kota Mataram;087755501457;newsgrafika@gmail.com;https://grafikanews.com/;Terverifikasi Administratif dan Faktual;2021-03-12
133;radarmadura.jawapos.com;Siber;Luqman Hakim;Luqman Hakim;Madura Intermedia Pers;Jawa Timur;Jalan Soekarno-Hatta Nomor 99 Bilaporah, Socah, Bangkalan;(031) 3090312;radarmadura.id@gmail.com;https://radarmadura.jawapos.com/;Terverifikasi Administratif dan Faktual;2021-03-12
134;mediaselektif.com;Siber;Lilik Riadi Dalimunte;Lilik Riadi Dalimunte;Media Selektif Indonesia;Sumatera Utara;Jalan Karya Darma Gang Family/Family Indah No. 6 A Pangkalan Masyur;081263425335;rizalselektif2018@gmail.com;mediaselektif.com;Terverifikasi Administratif dan Faktual;2021-03-12
135;suarantb.com;Siber;Desak Putu Raka Akriyani;Desak Putu Raka Akriyani;SUARA NTB PERS;Nusa Tenggara Barat;Jl. Bangau No.15 Cakranegara;(0370) 641586;suarantb.com2020@gmail.com;www.suarantb.com;Terverifikasi Administratif dan Faktual;2021-03-12
136;majalahintrust.com;Siber;NOFRIALDI NOFI SASTERA;NOFRIALDI NOFI SASTERA;Media Jembatan Merah Putih;Sumatera Barat;JL. GANG ATLAS 2 NO.44 KEL. ULAK KARANG UTARA KEC. PADANG UTARA, KOTA PADANG PROV SUMATERA BARAT;085263919474;mediajembatanmerahputih@gmail.com;majalahintrust.com;Terverifikasi Administratif dan Faktual;2021-03-12
137;koranmedan.online;Siber;Zul Anwar Ali Marbun;Zul Anwar Ali Marbun;Koranmedan Komen Mediatama;Sumatera Utara;Jalan Taut/Sukaria No. 31 Kelurahan Sidorejo Kecamatan Medan Tembung, Medan20222;08116777888/ 081376667766;redaksi@koranmedan.online;www.koranmedan.online;Terverifikasi Administratif dan Faktual;2021-03-12
138;membaranews.com;Siber;Ayu Kusuma Ningtyas;Ayu Kusuma Ningtyas;Nusantara Media Membara;Sumatera Utara;Jl Manunggal Gg. Pribadi No. 07 Medan Denai;+62 812-6555-7631;membaranews007@gmail.com;https://membaranews.com;Terverifikasi Administratif dan Faktual;2021-03-12
139;sulawesion.com;Siber;Supardi Bado;Supardi Bado;Sahabat Sulawesi Online;Sulawesi Utara;Jalan Losik Lobud, Kopandakan 1, Kecamatan Kotamobagu Selatan, Kota Kotamobagu;085240535881;redaksisulawesion01@gmail.com;www.sulawesion.com;Terverifikasi Administratif;2021-03-10
140;inilahmedan.com;Siber;Yoko Soesilo Chou;Yoko Soesilo Chou;Berkah Inilah Medan;Sumatera Utara;Jalan Ngalengko Gg Keluarga No. 13 Medan;08126490168;srikurniawanbambang@gmail.com;inilahmedan.com;Terverifikasi Administratif;2021-03-10
141;BaritaItah.co.id;Siber;Eko Widodo;Eko Widodo;Kekea Barita Itah;Kalimantan Tengah;Jl.Christopel Mihing No.37;085252789808;kekea.baritaitah@gmail.com;baritaitah.co.id;Terverifikasi Administratif;2021-03-01
142;kaltengnews.co.id;Siber;Pahit Sediarsi Narottama;Pahit Sediarsi Narottama;Media Pembangunan Kalteng;Kalimantan Tengah;Gedung Business Center Batang Garing Jl. D.I. Panjaitan No.01, Lt. 1, Kav. 101;082253950277;kaltengnews.co.id@gmail.com;https://kaltengnews.co.id;Terverifikasi Administratif;2021-03-01
143;Pagaralam Pos;Cetak;Diansyah Putra;Diansyah Putra;Citra Lahat Media;Sumatera Selatan;JL. MAYJEN S.PARMAN NO.34 RT 15 RW 05, KOTA PAGARALAM;(0730) 621272;pagaralampos@yahoo.com;www.pagaralampos.com;Terverifikasi Administratif;2021-03-01
144;Tabloid Moral Riau;Cetak;Khairullah;Khairullah;Moral Riau Perkasa;Riau;Jl Garuda I No 2 Kelurahan Perhentian Marpoyan, Kecamatan Marpoyan Damai , Kota Pekanbaru Provinsi Riau;0812 6879 9972;maswir42@gmail.com;Moralriau.com;Terverifikasi Administratif;2021-03-01
145;Harian Rakyat Kaltara;Cetak;Yudhi Perdana;Yudhi Perdana;Duta Berau Lintasmedia;Kalimantan Utara;Jl. Cendana RT. 051 RW. 019, Kecamatan Tanjung Selor, Kabupaten Bulungan.;081346284412;harian.rakyat.kaltara0109@gmail.com;www.rakyatkaltara.prokal.co;Terverifikasi Administratif;2021-03-01
146;pelitatoday.com;Siber;Pangihutan Simatupang;Pangihutan Simatupang;Media Pelita Sukses;Kepulauan Riau;Kompleks Ruko Tembesi Point, Lt.2 Blok B No.2, Batam-Kepulauan Riau.;081276508557.;redaksipelitatoday@gmail.com;www.pelitatoday.com;Terverifikasi Administratif;2021-03-01
147;suarasulut.com;Siber;Heru Fachrozi;Fuad Puspita Kadir;Faradila Natasya Utama;Sulawesi Utara;Kelurahan Paniki Satu Perum Kilu Permai Blok A Nomor 675 Lingkungan III Kecamatan Mapanget;085298845550-0811438355;harisandi2020@gmail.com;http://suarasulut.com;Terverifikasi Administratif;2021-03-01
148;bursakota.co.id;Siber;Doni Papilius;Doni Papilius;Bursa Putra Mandiri;Kepulauan Riau;Jl. Hang Jebat, Ranai;082285677557;bursakotamediantn@gmail.com;bursakota.co.id;Terverifikasi Administratif;2021-03-01
149;onlinekoe.com;Siber;Izhar Laili;Izhar Laili;Media Skala Onlinekoe;Lampung;Jl. S.Parman No.6 Kel. Palapa, Kec. Tanjung Karang Pusat - Bandar Lampung;089631926507;onlinekoe64@gmail.com;www.onlinekoe.com;Terverifikasi Administratif;2021-02-15
150;BatamNow.com;Siber;Marganas Nainggolan;Marganas Nainggolan;Batam Siber Media Indonesia;Kepulauan Riau;Ruko Kompleks Sukajadi Blok A1 No. 16;"+62 778 408 5770 ; +6281370146225";redaksi@batamnow.com;www.batamnow.com;Terverifikasi Administratif dan Faktual;2021-02-15
151;radartulungagung.jawapos.com;Siber;Ariyanti Kurnia Rokhmana;Didin Cahyo Firmansyah;Tulungagung intermedia digital;Jawa Timur;Jalan Jayengkusomo no 44 Tulungagung;0355 3353360;digitalratu@gmail.com;radartulungagung.jawapos.com;Terverifikasi Administratif dan Faktual;2021-02-15
152;Lensaindonesia.com;Siber;D. Wahjoe Harjanto;D. Wahjoe Harjanto;Lensa Indonesia Global Media;Jawa Timur;Sky Suites SOHO Samator R. 1107, Jl. Raya Kedung Baruk No. 25 – 28 Surabaya;031 8410288;redaksi@lensaindonesia.com / redaksilensaindonesia@gmail.com;www.lensaindonesia.com;Terverifikasi Administratif dan Faktual;2021-02-15
153;radarbromo.co.id;Siber;Muhammad Fahmi;Muhammad Fahmi;Probolinggo Intermedia Pers;Jawa Timur;Jl. Soekarno Hatta No. 98 RT. 003 RW. 002 Kelurahan Pilang, Kecamatan Kademangan, Kota Probolinggo;0335429555;online.jprb@gmail.com;radarbromo.co.id;Terverifikasi Administratif dan Faktual;2021-02-15
154;Harian Banyuasin;Cetak;Dian Fauzen;Dian Fauzen;Wahana Semesta CItra Banyuasin;Sumatera Selatan;Jl. Palembang-Jambi Komp. Ruko PTC NO. 15-16 Kayuara Kuning, Banyuasin III;08117132184;harianbanyuasin2020@gmail.com;;Terverifikasi Administratif;2021-02-15
155;liputankini.com;Siber;Gusnaldi Saman;Gusnaldi Saman;Rakyatterkini Media Perdana;Sumatera Barat;Komplek Palm Raya, Blok C/1, Kampung Lalang, RT.003-RW.006, Kelurahan Pasar Ambacang, Padang, Sumatera Barat;08126731984;kiniliputan@gmail.com;liputankini.com;Terverifikasi Administratif;2021-02-15
156;Palopo Pos;Cetak;Husain Rasyid;Husain Rasyid;Palopo Press Intermedia;Sulawesi Selatan;Jl. Andi Djemma No. 94 Kota Palopo;0471-21057 atau 0812 422 5181;palopopos@yahoo.co.id;www.palopopos.co.id;Terverifikasi Administratif;2021-02-10
157;GPriority;Cetak;Lukman A.Salendra;Lukman A.Salendra;Gemilang Larasati Nusantara;DKI Jakarta;Jalan Howitzer Raya no.46 RT.10/02 Sumur Batu, kemayoran, Jakarta Pusat 10640;+622121476868;gpriorityredaksi@gmail.com;www.gpriority.co.id;Terverifikasi Administratif dan Faktual;2021-02-10
158;nusantarapos.co.id;Siber;Joko Wiyono;Joko Wiyono;Nusantara Pos Media;Jawa Timur;Jl. Veteran no 2 Pacitan Jawa Timur;081297779789;redaksinp@gmail.com;https://nusantarapos.co.id;Terverifikasi Administratif;2021-02-10
159;KabarTamiang.com;Siber;Zainal Bakri;Zainal Bakri;Media Timur Jaya;Aceh;Jalan Sekerak Dusun Bahagia Kampung Bundar Kecamatan Karang Baru Kabupaten Aceh Tamiang.;08116872811;kabartamiang@gmail.com;www.kabartamiang.com;Terverifikasi Administratif;2021-02-10
160;Radar Banyumas;Cetak;Yudhis Fajar Kurniawan;Yudhis Fajar Kurniawan;Wahana Semesta Banyumas;Jawa Tengah;Jl Soepardjo Roestam No 88 Sokaraja Kulon;0281 6441267;radarbanyumas2003@yahoo.com;radarbanyumas.co.id;Terverifikasi Administratif;2021-02-10
161;kabar6.com;Siber;Abdillah Pahresi;Abdillah Pahresi;Kabar6 Multi Media;Banten;Amarapura Blok G3/13, Kademangan, Setu, Kota Tangerang Selatan;02122756598;kabarenam6@gmail.com;Kabar6.com;Terverifikasi Administratif;2021-02-10
162;Kalselpos.com;Siber;Syamsul Arifin Lingga;Syamsul Arifin Lingga;Sinar Insan Media;Kalimantan Selatan;Jalan Sultan Adam, Komplek Mahligai Rt 12 A. No 68 Blok C, Kelurahan Surgi Mufti;081250000624;mediakalselpos@gmail.com;www.kalselpos.com;Terverifikasi Administratif;2021-02-10
163;kabar.news;Siber;Al Ullah Azhar;Al Ullah Azhar;Kabar Media Nusantara;Sulawesi Selatan;Ruko CitraLand Celebes, Blok C/26, Gowa-Sulsel;08114112208;kabarnewsroom@gmail.com;https://kabar.news/;Terverifikasi Administratif;2021-02-10
164;Berkabarnews.com;Siber;Rusdianto;Rusdianto;Berkabar Anam Putri;Riau;Komp. GCA Blok D/17 Jln Purwodadi Panam;081268334623;berkabaranamputi@gmail.com;www.berkabarnews.com;Terverifikasi Administratif;2021-02-10
165;saibumi.com;Siber;Donny Irawan;Ruslan Fikri;Saibumi Media Utama;Lampung;Jalan Sultan Ageng Tirtayasa, No. 12, Kel. Sukabumi Indah, Kec. Sukabumi, Bandar Lampung, Lampung 35134;0721-5617-004;saibumi@yahoo.co.id;https://www.saibumi.com;Terverifikasi Administratif dan Faktual;2021-02-02
166;Mitanews.co.id;Siber;Zulfikar Tanjung;Zulfikar Tanjung;Mimbar Informasi Kita News;Sumatera Utara;Jln. Ki Hajar Dewantara, Kelurahan Pasar Sibuhuan, Kecamatan Barumun, Kabupaten Padang Lawas, Provinsi Sumatera Utara;081265461762;mitanews21@gmail.com;mitanews.co.id;Terverifikasi Administratif;2021-02-02
167;Koran Peduli;Cetak;Poltak Emerson T.;Poltak Emerson T;Bintang Umaro Media;Kepulauan Riau;Jl. Cendrawasih Batu 8 Atas Lr. Saudara No.80 Tanjungpinang;081275830070;peduli.redaksi@gmail.com;koranpeduli.co.id;Terverifikasi Administratif;2021-02-02
168;teritorial24.com;Siber;Hartono Tugiman;Hartono Tugiman;Teritorial Dua Empat Nusantara;Sumatera Utara;DESA PEMATANG SETRAK, KEC. TELUK MENGKUDU, KAB. SERDANG BEDAGAI, PROV. SUMUT;081260491391;teritorialduaempat.nusantara@gmail.com;teritorial24.com;Terverifikasi Administratif;2021-02-02
